"PlayerID","Player","Squad","League","Nation","Pos","Age","Born","Season","MP","Min","Mn.MP","Min.","Starts","Mn.Start","Subs","Mn.Sub","unSub","X90s","Sh","Sh.90","SoT","SoT.","SoT.90","G.Sh","G.SoT","Gls","Ast","G.A","PK","PKatt","PKcon","OG","xG","npxG","npxG.Sh","G.xG","np.G.xG","Pass","Cmp","Cmp.","PassLive","PassDead","KP","Crs","CrsPA","A.xAG","xAG","xA","PPA","Live","Dead","FK","TB","Sw","TI","CK","In","Out","Str","Compl","PPM","Mis","Tkl","TklW","Tkl.","Tkld","Tkld.","Tkl.Int","Int","Blocks","Clr","Fls","Recov","Def","Def.3rd","Mid.3rd","Att.3rd","Att","Att.Pen","Off","Dis","Won","Won.","Lost","X...","X...90","On.Off","onG","onGA","onxG","onxGA","xG...","xG...90","SCA","SCA90","PrgC","PrgDist","PrgP","PrgR","Rec","Carries","CPA","Touches","Dist","TotDist","Ballon.d.or","European.Golden.Shoe","League.Won","UCL_Won","The.Best.FIFA.Mens.Player","UEFA.Best.Player","UCL_MP","UCL_Gls","UCL_xG","UCL_Ast","UCL_xA","UCL_KP","UCL_GCA","UCL_SCA","crosses_per90","prg_received_per90","touches_att_3rd_per90","progressive_passes_per90","progressive_carries_per90","key_passes_per90","tackles_per90","interceptions_per90","recoveries_per90","pass_completion","estimated_possession_proxy","padj_multiplier","padj_tackles","padj_interceptions","padj_recoveries","progression_index","defending_score","age_score","scouting_score"
15254,"Julien Le Cardinal","Brest","Ligue 1","FRA","DF",26,1997,"2024-2025",16,1378,86,45,15,89,1,45,8,15.3,14,0.65,3,30,0.2,0,0,0,1,1,0,0,1,1,0.4,0.4,0.04,0,0,4,704,86.4,11,1,5,6,0,0.7,0.3,0.4,0,778,35,28,1,12,1,0,0,0,0,14,1.06,3,27,15,68.8,1,16.7,60,33,18,75,12,48,1,16,8,3,16,13,0,6,29,61.7,5,0,0,0,22,29,21.4,26.2,0,0,14,0.91,7,5467,39,1,658,539,0,994,11.6,14529,0,0,0,0,0,0,4,1,0.6,0,0,0,0,1,0.391872278664732,0.0653120464441219,0.195936139332366,2.54716981132075,0.457184325108853,0.32656023222061,1.76342525399129,2.15529753265602,3.13497822931785,86.4,50.9690869878557,1.04841646421041,1.84880406968889,2.25964941850865,3.28676279055803,1.13998439605113,7.39521627875558,0.95,2.95095864204712
5186,"Karol Mets","St Pauli","Bundesliga","EST","DF",31,1993,"2024-2025",10,900,90,29.4,10,90,0,0,0,10,3,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0.1,0.1,0.04,0,0,6,526,83.4,8,0,3,3,1,0,0.2,0.4,3,589,41,15,0,5,4,0,0,0,0,10,0.8,4,13,8,57.1,1,100,25,12,9,60,7,35,0,6,7,0,7,8,0,0,24,70.6,3,0,0,0,7,12,8.2,13,0,0,9,0.9,5,3728,54,2,466,343,0,736,14.8,10181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.2,0,5.4,0.5,0.3,1.3,1.2,3.5,83.4,50.3671775915184,1.01835681724327,1.32386386241625,1.22202818069192,3.56424886035144,2.13297174181011,6.11014090345962,0.85,2.93963096776193
4206,"Keven Schlotterbeck","Augsburg","Bundesliga","GER","DF",27,1997,"2024-2025",18,1297,72,42.4,15,81,3,28,10,14.4,6,0.83,4,33.3,0.28,0.25,0.75,3,1,4,0,0,2,0,0.8,0.8,0.06,2.2,2.2,7,577,84.5,20,0,7,3,1,0.4,0.6,0.5,3,646,34,19,2,5,3,0,0,0,0,11,1.28,8,19,17,75,0,0,34,15,13,73,10,55,1,9,9,1,16,19,1,0,40,69,4,0,0,0.34,20,24,14.3,21,0,0,24,1.67,3,4463,59,2,510,424,0,845,12.7,11012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208172706245181,0.138781804163454,0.0693909020817271,4.0940632228219,0.208172706245181,0.485736314572089,1.31842713955281,1.04086353122591,3.81649961449499,84.5,50.1527374237871,1.00763672272746,1.32849560205394,1.048812317411,3.84564516384035,1.63511177199377,6.22295308330529,0.95,2.79543063378909
4060,"Kevin Akpoguma","Hoffenheim","Bundesliga","NGA","DF",28,1995,"2023-2024",17,1097,65,35.8,11,86,6,26,11,12.2,8,0.16,0,0,0,0,0,0,0,0,0,0,1,0,0.3,0.3,0.15,0,0,20,611,85.9,13,0,5,4,0,0,0.3,0.4,2,680,30,17,0,2,13,0,0,0,0,9,1.35,10,35,18,74.3,4,30.8,53,18,28,32,15,60,0,22,12,1,35,5,0,1,25,54.3,9,5,0.41,0.64,26,21,20.2,20.1,0.1,0.01,16,1.31,10,3879,55,9,564,483,2,861,6.8,10584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3281677301732,0.738377392889699,0.0820419325432999,4.5123062898815,0.820419325432999,0.4102096627165,2.8714676390155,1.4767547857794,4.92251595259799,85.9,49.2813520365813,0.964083058398939,2.76833330351564,1.42371427037947,4.74571423459824,1.97227860524754,8.93776180849336,0.95,3.74613998464702
3921,"Kevin Danso","Lens","Ligue 1","AUT","DF",25,1998,"2024-2025",12,1080,90,35.3,12,90,0,0,0,12,19,0.83,2,20,0.17,0,0,0,0,0,0,0,1,0,0.5,0.5,0.05,0,0,6,659,85.6,12,0,6,0,0,0,1,0.4,4,732,35,17,1,1,2,0,0,0,0,12,1.83,12,19,7,75,3,50,39,20,25,62,27,59,0,12,5,2,16,17,1,6,41,66.1,4,5,0.42,0.51,17,12,21.5,15.3,6.2,0.52,12,1,9,4233,52,1,551,489,0,946,13.4,12021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.166666666666667,4.33333333333333,0.75,0.5,1.58333333333333,1.66666666666667,4.91666666666667,85.6,52.022893033034,1.10080114586946,1.74293514762664,1.8346685764491,5.41227230052485,1.91280127143177,8.98987602460059,0.95,3.73768331595288
2815,"Kevin Vogt","Union Berlin","Bundesliga","GER","DF",32,1991,"2024-2025",18,1367,76,44.7,16,82,2,29,5,15.2,8,0,0,0,0,0,0,1,0,1,1,1,1,0,0.8,0,0,0.2,0,8,790,88.1,15,2,2,0,0,0,0,0.3,8,828,67,38,0,3,2,0,0,0,0,10,1,5,12,8,61.5,1,20,21,9,16,75,10,90,0,7,5,0,13,2,0,2,14,51.9,5,0,0,0.02,12,19,14.6,18.8,0,0,17,1.12,11,7116,70,2,619,560,1,1030,0,16194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131675201170446,0,4.60863204096562,0.724213606437454,0.131675201170446,0.790051207022677,0.592538405267008,5.92538405267008,88.1,51.8138898748099,1.09044664027527,0.8615086843433,0.646131513257475,6.46131513257475,1.887463709261,7.96895533017553,0.7,3.37377208275706
24639,"Kialonda","Lecce","Serie A","ANG","DF",26,1997,"2024-2025",24,2144,89,62.7,24,89,0,0,5,23.8,28,0.67,0,0,0,0,0,0,1,1,0,0,1,0,1.1,1.1,0.07,0,0,16,801,86.5,12,0,6,3,0,0.6,0.4,0.7,0,883,41,35,0,5,4,0,0,0,0,23,0.92,14,34,12,70.6,2,20,66,32,44,132,9,58,0,24,10,0,17,32,0,1,90,67.2,5,0,0,0,14,36,23.2,34.7,0,0,15,0.63,4,5538,34,5,719,572,1,1229,10.7,17161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125932835820896,0.209888059701493,0,1.42723880597015,0.167910447761194,0.251865671641791,1.42723880597015,1.34328358208955,2.43470149253731,86.5,52.2662664126442,1.11283082101989,1.58827533223921,1.49484737151926,2.70941086087865,0.628534950342587,5.79253356463711,0.95,2.26567404952817
10541,"Kike Salas","Sevilla","La Liga","ESP","DF",21,2002,"2023-2024",23,1605,70,46.9,19,81,4,17,6,17.8,14,0.9,5,31.3,0.28,0.19,0.6,3,0,3,0,0,0,0,0.8,0.8,0.05,2.2,2.2,11,794,78.7,9,1,5,7,2,0,0.5,0.8,6,951,54,23,2,4,31,0,0,0,0,13,0.96,10,41,23,61.1,7,87.5,67,26,25,91,32,81,1,26,12,3,36,33,1,8,66,62.3,14,0,0,0,24,28,19.4,26.3,0,0,13,0.73,11,4857,61,16,751,584,1,1237,12,13465,0,0,0,0,0,0,2,0,0,0,0,1,1,4,0.392523364485981,0.897196261682243,0.168224299065421,3.42056074766355,0.616822429906542,0.280373831775701,2.29906542056075,1.45794392523364,4.54205607476636,78.7,49.2149605716378,0.960768174896025,2.20886888807871,1.40074612414748,4.36386292522867,1.48404340009643,7.97347793745486,1,3.26436074127503
4992,"Kim Min-Jae","Bayern Munich","Bundesliga","KOR","DF",27,1996,"2024-2025",27,2283,85,74.6,27,85,0,0,3,25.4,10,0.28,5,71.4,0.2,0.29,0.4,2,0,2,0,0,0,0,1.6,1.6,0.23,0.4,0.4,13,2340,92.5,24,0,6,0,0,0,0.3,0.9,2,2474,53,25,1,5,3,0,0,0,0,20,2.52,14,35,20,52.4,2,40,72,37,23,91,25,153,1,18,13,4,21,14,0,5,82,65.6,10,49,1.93,0,73,24,61.5,17.8,43.6,1.72,26,1.03,16,15291,181,5,2098,1644,1,2764,6,39041,0,0,1,0,0,0,13,1,0.6,0,0.4,3,1,12,0,0.197109067017083,0.157687253613666,7.1353482260184,0.630749014454665,0.236530880420499,1.37976346911958,1.45860709592641,6.03153745072273,92.5,48.4720668326443,0.923751623875655,1.27455874516352,1.34739067345858,5.57164251457195,2.75953344821885,8.19359193319405,0.95,3.84439095924575
4833,"Ko Itakura","Gladbach","Bundesliga","JPN","DF",27,1997,"2024-2025",31,2790,90,91.2,31,90,0,0,0,31,22,0.68,7,33.3,0.23,0.14,0.43,3,0,3,0,0,1,0,1.6,1.6,0.08,1.4,1.4,19,1617,89,17,0,7,9,4,0,0.8,1.5,8,1759,53,28,1,3,2,0,0,0,0,31,1.35,9,40,29,61.8,10,43.5,68,28,41,171,28,95,1,23,16,1,34,32,1,8,65,65,13,0,0,0.3,51,52,45.4,58.8,0,0,25,0.81,23,9848,69,5,1513,1326,0,2170,13.4,29287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290322580645161,0.161290322580645,0.032258064516129,2.2258064516129,0.741935483870968,0.225806451612903,1.29032258064516,0.903225806451613,3.06451612903226,89,49.0189765195167,0.950988127482753,1.22708145481646,0.858957018371519,2.91431845518908,1.09865530302157,5.00035692837706,0.95,2.21856919972174
24096,"Koni De Winter","Genoa","Serie A","BEL","DF",22,2002,"2024-2025",25,2135,85,62.4,23,90,2,33,2,23.7,7,0.55,7,53.8,0.3,0.23,0.43,3,0,3,0,0,2,0,2.1,2.1,0.16,0.9,0.9,4,1116,86.6,11,2,3,4,2,0,0.2,0.2,3,1182,104,52,0,3,50,0,0,0,0,23,1.2,17,33,19,68,11,64.7,58,25,11,118,43,114,1,21,8,4,25,34,1,8,74,68.5,8,0,0,0,23,33,24,29.6,0,0,15,0.63,10,6901,56,10,938,807,0,1551,8.8,20309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168618266978923,0.421545667447307,0.168618266978923,2.36065573770492,0.421545667447307,0.126463700234192,1.39110070257611,1.05386416861827,4.8056206088993,86.6,53.0767105053012,1.15263337886415,1.6034291031506,1.21471901753833,5.53911871997479,1.0024587410157,8.35726684066372,1,3.1947635486054
5189,"Konstantinos Koulierakis","Wolfsburg","Bundesliga","GRE","DF",20,2003,"2024-2025",30,2468,82,80.7,28,86,2,26,1,27.4,14,0.8,3,13.6,0.11,0,0,0,2,2,0,0,0,0,1,1,0.04,0,0,20,1292,83,24,2,10,13,4,1,1,0.8,12,1434,118,34,1,30,17,0,0,0,0,24,1.33,18,40,20,62.5,5,41.7,73,33,34,147,24,93,1,25,13,2,40,30,2,2,59,60.2,15,4,0.15,0.45,44,40,35.8,42.4,0,0,31,1.13,20,9632,104,8,1205,1049,0,1886,16.4,26360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474068071312804,0.291734197730956,0.0729335494327391,3.79254457050243,0.729335494327391,0.364667747163695,1.45867098865478,1.20340356564019,3.39141004862237,83,50.80484831315,1.04022070616664,1.51733976588327,1.2518053068537,3.5278149556786,1.67769546666267,6.29696002841556,1,2.84316619518974
4508,"Konstantinos Mavropanos","West Ham","Premier League","GRE","DF",26,1997,"2024-2025",33,2045,62,59.8,21,85,12,22,3,22.7,18,0.79,5,27.8,0.22,0,0,0,0,0,0,0,0,0,1.5,1.5,0.09,0,0,7,1092,86.3,12,0,5,2,1,0,0.5,0.4,4,1203,58,39,1,24,15,0,0,0,0,17,1.15,12,35,24,59.3,5,29.4,75,40,25,126,17,77,1,24,10,1,27,24,3,0,57,69.5,11,0,0,0,22,38,25.9,36.7,0,0,16,0.7,17,7277,61,2,1008,864,1,1532,14.8,21548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880195599022005,0.0880195599022005,0.0440097799511002,2.68459657701711,0.748166259168704,0.220048899755501,1.54034229828851,1.76039119804401,3.38875305623472,86.3,49.5184686118886,0.97592808176079,1.50326330442371,1.71801520505567,3.30717926973216,1.25766686122554,6.52845777921154,0.95,2.73790407825368
13531,"Kurt Zouma","West Ham","Premier League","FRA","DF",28,1994,"2023-2024",33,2838,86,83,32,88,1,31,1,31.5,28,0.51,7,43.8,0.22,0.19,0.43,3,0,3,0,0,1,0,1.8,1.8,0.12,1.2,1.2,10,962,83.8,11,0,4,0,0,0,0.2,0.1,1,1096,50,39,1,28,3,0,0,0,0,29,1.39,13,23,17,62.5,1,33.3,52,29,38,160,24,95,0,14,9,0,16,28,0,3,58,57.4,6,0,0,0.3,53,63,43.4,59.2,0,0,13,0.41,7,6791,53,1,873,794,1,1455,9.1,18843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317124735729387,0,1.68076109936575,0.221987315010571,0.126849894291755,0.72938689217759,0.919661733615222,3.01268498942918,83.8,49.5184686118886,0.97592808176079,0.711829150544339,0.897523711555906,2.94016388268314,0.697370964496522,4.54951674478339,0.95,1.91760340923363
11097,"Ladislav Krejčí","Girona","La Liga","CZE","DF",25,1999,"2024-2025",28,2440,87,71.3,27,90,1,10,6,27.1,19,0.66,5,27.8,0.18,0.11,0.4,2,0,2,0,0,0,1,1.7,1.7,0.09,0.3,0.3,5,1924,90.1,25,1,8,11,2,0,0.3,0.8,12,2041,92,57,3,8,12,0,0,0,0,27,0.89,15,23,16,53.8,4,33.3,57,34,24,93,24,101,0,19,4,0,26,28,0,8,55,69.6,12,0,0,0,28,45,27.6,39.2,0,0,29,1.07,29,12417,144,6,1805,1523,1,2351,14.8,35129,0,0,0,0,0,0,7,0,0.1,0,0.1,0,2,4,0.405737704918033,0.221311475409836,0,5.31147540983607,1.06967213114754,0.295081967213115,0.848360655737705,1.25409836065574,3.72540983606557,90.1,45.5103325102156,0.779212917608524,0.661053581741658,0.977209642574624,2.90288746764815,2.30137103202676,4.54115069196443,0.95,2.56299362040003
23906,"Lautaro Valenti","Parma","Serie A","ARG","DF",25,1999,"2024-2025",20,1556,78,45.5,18,83,2,27,10,17.3,13,0.4,2,28.6,0.12,0.14,0.5,1,0,1,0,0,0,0,0.2,0.2,0.04,0.8,0.8,13,701,84.5,8,1,4,2,1,0,0.2,0.2,3,752,76,36,0,1,4,0,0,0,0,15,1,9,17,12,77.8,1,100,30,13,26,94,24,48,2,13,3,1,9,12,0,0,24,53.3,2,0,0,0.36,18,21,19.6,22.2,0,0,11,0.64,3,4181,28,3,629,556,1,1011,22.1,13631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115681233933162,0.173521850899743,0.057840616966581,1.61953727506427,0.173521850899743,0.231362467866324,0.983290488431877,0.751928020565553,2.77634961439589,84.5,51.7405193078805,1.08680693132282,1.06864691833156,0.817200584606491,3.01735600470089,0.690767489556548,4.90320350763894,0.95,2.0217680481143
8566,"Leandro Cabrera","Espanyol","La Liga","URU","DF",33,1991,"2024-2025",33,2869,87,83.9,32,88,1,45,0,31.9,25,0.6,6,31.6,0.19,0.21,0.67,4,2,6,0,0,1,0,1.1,1.1,0.06,2.9,2.9,10,1084,75.2,17,0,9,17,3,1.1,0.9,0.7,15,1274,157,58,1,16,12,0,0,0,0,30,1.06,9,40,23,57.6,1,50,70,30,35,199,24,83,1,29,8,3,33,33,0,1,77,64.7,14,0,0,0.82,36,41,29.7,43.5,0,0,21,0.66,9,10095,69,6,1009,833,0,1796,12.2,22270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533286859532938,0.188218891599861,0.0941094457999303,2.1645172533984,0.282328337399791,0.282328337399791,1.25479261066574,0.941094457999303,2.6036946671314,75.2,49.5117218258102,0.975590940681087,1.22416430339906,0.918123227549298,2.54014092955306,0.932822754233674,4.68242846050142,0.7,1.99305763984389
15083,"Leny Yoro","Manchester Utd","Premier League","FRA","DF",18,2005,"2024-2025",21,1165,55,34.1,12,78,9,26,0,12.9,3,0.39,1,20,0.08,0,0,0,0,0,0,0,0,0,0.7,0.7,0.15,0,0,2,708,92.4,6,0,2,1,1,0,0.1,0.2,5,745,20,9,2,1,7,0,0,0,0,5,0.81,3,29,11,68.4,2,50,47,18,5,43,9,46,1,19,9,1,19,13,1,4,16,50,6,0,0,0,17,24,18.1,19.4,0,0,9,0.7,19,3678,52,4,656,614,1,894,8.6,11513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772532188841202,0.309012875536481,0.0772532188841202,4.01716738197425,1.46781115879828,0.15450643776824,2.24034334763948,1.39055793991416,3.55364806866953,92.4,50.7010607118321,1.03503868591047,2.31884203452904,1.43928126281113,3.67816322718399,1.95164616142444,7.43628652452415,1,3.30394442192702
5195,"Leo Skiri Østigård","Hoffenheim","Bundesliga","NOR","DF",24,1999,"2024-2025",11,927,84,30.3,11,84,0,0,0,10.3,9,0.49,0,0,0,0,0,0,0,0,0,0,1,1,0.3,0.3,0.06,0,0,8,484,83.9,9,0,3,2,1,0,0.1,0.3,3,549,27,12,0,1,0,0,0,0,0,10,0.91,1,9,7,66.7,1,33.3,18,9,17,111,19,44,0,5,4,0,6,12,1,1,60,65.2,2,0,0,0,15,22,11,15.4,0,0,9,0.87,0,3676,51,1,379,344,0,747,9.4,8829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194174757281553,0.0970873786407767,0,4.95145631067961,0,0.29126213592233,0.87378640776699,0.87378640776699,4.27184466019417,83.9,49.2813520365813,0.964083058398939,0.842402672387422,0.842402672387422,4.11841306500518,1.79934762512557,5.80321840978002,1,2.74460457298423
4212,"Leonardo Balerdi","Marseille","Ligue 1","ARG","DF",24,1999,"2023-2024",27,2271,84,74.2,26,87,1,21,3,25.2,15,0.55,4,28.6,0.16,0.14,0.5,2,0,2,0,0,0,0,0.9,0.9,0.06,1.1,1.1,23,1402,86.1,24,1,5,2,0,0,0.2,0.5,3,1560,64,51,0,14,4,1,0,0,0,21,1.44,17,79,50,73.1,6,33.3,130,51,38,91,25,167,0,55,23,1,67,18,1,10,57,61.3,18,9,0.36,0.13,39,30,39.4,25.8,13.6,0.54,27,1.07,19,9543,122,6,1271,1412,0,1936,17.4,26569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792602377807133,0.23778071334214,0.0396301188903567,4.83487450462351,0.752972258916777,0.198150594451783,3.13077939233818,2.02113606340819,6.61822985468956,86.1,47.3137378158571,0.866488774893073,2.71278520012759,1.75129171147477,5.73462187875072,1.99588201048792,10.1986987903531,1,4.14406244130109
5196,"Leopold Querfeld","Union Berlin","Bundesliga","AUT","DF",20,2003,"2024-2025",27,1747,65,57.1,17,87,10,26,6,19.4,10,0.82,4,25,0.21,0.13,0.5,2,2,4,0,0,1,0,1.1,1.1,0.07,0.9,0.9,15,648,80.8,24,0,10,0,0,1,1,1.2,5,749,48,30,1,12,1,0,0,0,0,14,1.19,5,25,12,72.2,5,55.6,44,19,25,144,20,66,0,21,4,0,18,34,0,2,65,54.6,5,0,0,0,22,35,19.8,28.4,0,0,26,1.34,3,5754,49,5,574,531,0,1066,14.1,13517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257584430452204,0,2.5243274184316,0.154550658271322,0.515168860904408,1.28792215226102,0.978820835718374,3.40011448196909,80.8,51.8138898748099,1.09044664027527,1.40441038386912,1.06735189174053,3.70764341341448,1.08263437903414,6.17940568902414,1,2.5676754583209
19452,"Levi Colwill","Chelsea","Premier League","ENG","DF",21,2003,"2024-2025",35,3149,90,92.1,35,90,0,0,2,35,25,0.49,4,23.5,0.11,0.12,0.5,2,1,3,0,0,1,0,1.9,1.9,0.11,0.1,0.1,12,2338,89.3,34,2,14,13,3,0,1.1,1.2,7,2418,197,91,3,7,7,0,0,0,0,34,1.77,14,47,34,66.7,5,41.7,80,33,37,118,45,121,1,25,19,3,27,36,5,8,82,60.7,9,15,0.43,0,56,41,57.8,43.6,14.2,0.41,38,1.09,14,14955,131,12,2092,1621,1,2904,9.5,42476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371546522705621,0.342966020959035,0.0857415052397587,3.74404572880279,0.400127024452207,0.400127024452207,1.34328358208955,0.943156557637345,3.45824071133693,89.3,47.5936285145446,0.880258682937271,1.18243703678141,0.8302217492295,3.0441464138415,1.55580296592506,5.05680519985241,1,2.42866274632574
18847,"Lewis Dunk","Brighton","Premier League","ENG","DF",32,1991,"2024-2025",25,2083,83,60.9,23,89,2,24,2,23.1,18,0.52,3,25,0.13,0,0,0,0,0,0,0,0,1,0.8,0.8,0.07,0,0,10,1778,91,17,0,6,5,0,0,0.5,1,6,1818,131,67,2,10,10,0,0,0,0,21,1.24,9,17,10,57.9,1,100,30,13,28,79,7,104,0,8,7,2,19,21,2,3,51,62.2,8,0,0,0,33,42,32.1,35.4,0,0,19,0.82,20,10612,142,3,1556,1341,0,2127,12.1,32940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216034565530485,0.129620739318291,0.086413826212194,6.13538166106577,0.86413826212194,0.259241478636582,0.734517522803649,0.561689870379261,4.49351896303409,91,51.0168596319698,1.05079921699944,0.771830437834442,0.590223275991044,4.72178620792835,2.5029443423357,6.08383992175384,0.7,3.05732971346043
14873,"Lilian Brassier","Rennes","Ligue 1","FRA","DF",24,1999,"2024-2025",14,1234,88,40.3,14,88,0,0,0,13.7,10,1.02,1,7.1,0.07,0.07,1,1,1,2,0,0,1,0,1.5,1.5,0.11,0,0,7,787,85.6,16,1,6,9,1,0.7,0.3,0.4,6,882,34,27,1,8,3,0,0,0,0,12,1.71,6,15,12,81.8,0,0,37,22,17,62,9,59,0,11,4,0,11,16,0,1,30,78.9,2,4,0.29,0.44,23,19,23.5,20.6,3,0.22,22,1.6,21,5588,75,11,778,630,1,1058,12.6,14802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656401944894652,0.80226904376013,0,5.47001620745543,1.53160453808752,0.437601296596434,1.09400324149109,1.60453808752026,4.3030794165316,85.6,49.8466797021407,0.992334135275075,1.08561676063319,1.59223791559534,4.27009259182386,2.56183666070463,6.94794726805239,1,3.39471884469757
19458,"Lisandro Martínez","Manchester Utd","Premier League","ARG","DF",26,1998,"2024-2025",20,1751,88,51.2,20,88,0,0,2,19.5,8,0.87,6,35.3,0.31,0.12,0.33,2,1,3,0,0,0,0,1.3,1.3,0.08,0.7,0.7,14,1200,89.4,23,0,9,9,2,0,1.1,1.3,18,1285,54,15,5,3,16,0,0,0,0,17,1.35,1,40,24,58.3,1,14.3,72,32,22,57,22,81,1,25,12,3,36,18,0,3,16,55.2,15,0,0,0.33,25,27,29.7,29.7,0,0,26,1.34,23,7055,117,7,1069,1017,2,1524,15.9,20292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462592804111936,0.359794403198172,0.154197601370645,6.01370645345517,1.18218161050828,0.462592804111936,2.05596801827527,1.64477441462022,4.16333523700742,89.4,50.7010607118321,1.03503868591047,2.12800643590959,1.70240514872767,4.30921303271692,2.63432768334301,8.13962461735418,0.95,3.77501845854346
11103,"Logan Costa","Villarreal","La Liga","CPV","DF",23,2001,"2024-2025",32,2587,81,75.6,28,87,4,36,3,28.7,14,0.42,5,41.7,0.17,0.17,0.4,2,1,3,0,0,2,0,0.7,0.7,0.05,1.3,1.3,11,1354,87.7,20,0,4,5,0,0.4,0.6,0.5,6,1450,94,43,1,18,8,0,0,0,0,25,1.94,7,38,21,82.8,2,100,59,21,25,115,19,104,0,25,12,1,29,12,2,0,46,55.4,5,12,0.42,0,52,40,50.1,34.9,15.2,0.53,22,0.76,25,9795,116,10,1209,1037,0,1785,15.9,26242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173946656358717,0.347893312717433,0.0347893312717433,4.03556242752223,0.869733281793583,0.139157325086973,1.32199458832625,0.73057595670661,3.61809045226131,87.7,49.2206701179665,0.961053216008675,1.270507150657,0.702122372731502,3.47717746495601,1.74288284707643,5.44980698834452,1,2.61979523533393
23748,"Lorenzo Pirola","Salernitana","Serie A","ITA","DF",21,2002,"2023-2024",27,1987,74,58.1,24,79,3,27,1,22.1,30,0.68,4,26.7,0.18,0.07,0.25,1,0,1,0,0,2,0,0.9,0.9,0.06,0.1,0.1,16,868,83.5,5,0,1,2,0,0,0,0.1,1,980,59,36,0,3,10,0,0,0,0,16,0.44,5,39,23,53.6,4,66.7,64,25,46,93,33,81,2,25,14,0,28,21,1,5,58,62.4,13,0,0,0,17,49,18.5,42.3,0,0,9,0.41,13,5563,57,7,786,644,0,1280,13.8,14823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905888273779567,0.317060895822849,0,2.58178158027177,0.588827377956719,0.0452944136889784,1.76648213387016,1.13236034222446,3.66884750880725,83.5,48.4864524887373,0.924466764001166,1.63305402196482,1.0468295012595,3.39172758408077,1.11320016668658,6.07161110730509,1,2.55026339886616
10725,"Loïc Bade","Sevilla","La Liga","FRA","DF",24,2000,"2024-2025",32,2686,84,78.5,31,86,1,21,1,29.8,13,0.44,4,30.8,0.13,0.08,0.25,1,1,2,0,0,1,0,0.6,0.6,0.05,0.4,0.4,9,1562,85.7,20,0,4,8,0,0.3,0.7,0.2,3,1752,62,48,1,18,6,0,0,0,0,29,1.06,17,47,27,74.2,2,9.1,76,29,22,162,26,138,0,37,10,0,31,20,0,8,65,68.4,8,0,0,0.19,31,40,32.6,37.5,0,0,23,0.77,11,11821,62,6,1463,1173,1,2135,15,31207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268056589724497,0.201042442293373,0,2.07743857036485,0.368577810871184,0.134028294862249,1.57483246463142,0.971705137751303,4.62397617274758,85.7,49.2149605716378,0.960768174896025,1.51304891281094,0.93358337173441,4.4425691482534,0.888224789858487,6.88920143279875,1,2.70775034578302
3468,"Luca Caldirola","Monza","Serie A","ITA","DF",32,1991,"2023-2024",29,2141,74,62.6,23,87,6,22,7,23.8,17,0.38,2,22.2,0.08,0.11,0.5,1,1,2,0,0,1,0,0.5,0.5,0.05,0.5,0.5,9,1247,90.8,13,0,5,4,1,0.4,0.6,0.2,1,1294,78,43,0,7,12,0,0,0,0,19,1.1,6,25,14,59.1,0,0,54,29,26,53,24,58,1,19,4,2,22,16,1,1,30,56.6,9,0,0,0,25,37,24.8,37.5,0,0,14,0.59,10,7803,56,9,1146,966,0,1546,10.8,23794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168145726296123,0.378327884166277,0.0840728631480617,2.35404016814573,0.420364315740308,0.210182157870154,1.05091078935077,1.21905651564689,2.43811303129379,90.8,46.1920014260514,0.811867991364701,0.853200831653703,0.989712964718295,1.97942592943659,1.02507898395835,3.82233972580859,0.7,1.78753351132592
